"replacecolumns","from","to"
"label_cause","I05","ncd_lri"
"label_cause","I06","ncd_lri"
"label_cause","I07","ncd_lri"
"label_cause","I08","ncd_lri"
"label_cause","I09","ncd_lri"
"label_cause","I10","ncd_lri"
"label_cause","I11","ncd_lri"
"label_cause","I12","ncd_lri"
"label_cause","I13","ncd_lri"
"label_cause","I14","ncd_lri"
"label_cause","I15","ncd_lri"
"label_cause","I16","ncd_lri"
"label_cause","I17","ncd_lri"
"label_cause","I18","ncd_lri"
"label_cause","I19","ncd_lri"
"label_cause","I20","ncd_lri"
"label_cause","I21","ncd_lri"
"label_cause","I22","ncd_lri"
"label_cause","I23","ncd_lri"
"label_cause","I24","ncd_lri"
"label_cause","I25","ncd_lri"
"label_cause","I26","ncd_lri"
"label_cause","I27","ncd_lri"
"label_cause","I28","ncd_lri"
"label_cause","I29","ncd_lri"
"label_cause","I30","ncd_lri"
"label_cause","I31","ncd_lri"
"label_cause","I32","ncd_lri"
"label_cause","I33","ncd_lri"
"label_cause","I34","ncd_lri"
"label_cause","I35","ncd_lri"
"label_cause","I36","ncd_lri"
"label_cause","I37","ncd_lri"
"label_cause","I38","ncd_lri"
"label_cause","I39","ncd_lri"
"label_cause","I40","ncd_lri"
"label_cause","I41","ncd_lri"
"label_cause","I42","ncd_lri"
"label_cause","I43","ncd_lri"
"label_cause","I44","ncd_lri"
"label_cause","I45","ncd_lri"
"label_cause","I46","ncd_lri"
"label_cause","I47","ncd_lri"
"label_cause","I48","ncd_lri"
"label_cause","I49","ncd_lri"
"label_cause","I50","ncd_lri"
"label_cause","I51","ncd_lri"
"label_cause","I52","ncd_lri"
"label_cause","I53","ncd_lri"
"label_cause","I54","ncd_lri"
"label_cause","I55","ncd_lri"
"label_cause","I56","ncd_lri"
"label_cause","I57","ncd_lri"
"label_cause","I58","ncd_lri"
"label_cause","I59","ncd_lri"
"label_cause","I60","ncd_lri"
"label_cause","I61","ncd_lri"
"label_cause","I62","ncd_lri"
"label_cause","I63","ncd_lri"
"label_cause","I64","ncd_lri"
"label_cause","I65","ncd_lri"
"label_cause","I66","ncd_lri"
"label_cause","I67","ncd_lri"
"label_cause","I68","ncd_lri"
"label_cause","I69","ncd_lri"
"label_cause","I70","ncd_lri"
"label_cause","I71","ncd_lri"
"label_cause","I72","ncd_lri"
"label_cause","I73","ncd_lri"
"label_cause","I74","ncd_lri"
"label_cause","I75","ncd_lri"
"label_cause","I76","ncd_lri"
"label_cause","I77","ncd_lri"
"label_cause","I78","ncd_lri"
"label_cause","I79","ncd_lri"
"label_cause","I80","ncd_lri"
"label_cause","I81","ncd_lri"
"label_cause","I82","ncd_lri"
"label_cause","I83","ncd_lri"
"label_cause","I84","ncd_lri"
"label_cause","I85","ncd_lri"
"label_cause","I86","ncd_lri"
"label_cause","I87","ncd_lri"
"label_cause","I88","ncd_lri"
"label_cause","I89","ncd_lri"
"label_cause","I90","ncd_lri"
"label_cause","I91","ncd_lri"
"label_cause","I92","ncd_lri"
"label_cause","I93","ncd_lri"
"label_cause","I94","ncd_lri"
"label_cause","I95","ncd_lri"
"label_cause","I96","ncd_lri"
"label_cause","I97","ncd_lri"
"label_cause","I98","ncd_lri"
"label_cause","I99","ncd_lri"
"label_cause","J30","ncd_lri"
"label_cause","J31","ncd_lri"
"label_cause","J32","ncd_lri"
"label_cause","J33","ncd_lri"
"label_cause","J34","ncd_lri"
"label_cause","J35","ncd_lri"
"label_cause","J36","ncd_lri"
"label_cause","J37","ncd_lri"
"label_cause","J38","ncd_lri"
"label_cause","J39","ncd_lri"
"label_cause","J40","ncd_lri"
"label_cause","J41","ncd_lri"
"label_cause","J42","ncd_lri"
"label_cause","J43","ncd_lri"
"label_cause","J44","ncd_lri"
"label_cause","J45","ncd_lri"
"label_cause","J46","ncd_lri"
"label_cause","J47","ncd_lri"
"label_cause","J48","ncd_lri"
"label_cause","J49","ncd_lri"
"label_cause","J50","ncd_lri"
"label_cause","J51","ncd_lri"
"label_cause","J52","ncd_lri"
"label_cause","J53","ncd_lri"
"label_cause","J54","ncd_lri"
"label_cause","J55","ncd_lri"
"label_cause","J56","ncd_lri"
"label_cause","J57","ncd_lri"
"label_cause","J58","ncd_lri"
"label_cause","J59","ncd_lri"
"label_cause","J60","ncd_lri"
"label_cause","J61","ncd_lri"
"label_cause","J62","ncd_lri"
"label_cause","J63","ncd_lri"
"label_cause","J64","ncd_lri"
"label_cause","J65","ncd_lri"
"label_cause","J66","ncd_lri"
"label_cause","J67","ncd_lri"
"label_cause","J68","ncd_lri"
"label_cause","J69","ncd_lri"
"label_cause","J70","ncd_lri"
"label_cause","J71","ncd_lri"
"label_cause","J72","ncd_lri"
"label_cause","J73","ncd_lri"
"label_cause","J74","ncd_lri"
"label_cause","J75","ncd_lri"
"label_cause","J76","ncd_lri"
"label_cause","J77","ncd_lri"
"label_cause","J78","ncd_lri"
"label_cause","J79","ncd_lri"
"label_cause","J80","ncd_lri"
"label_cause","J81","ncd_lri"
"label_cause","J82","ncd_lri"
"label_cause","J83","ncd_lri"
"label_cause","J84","ncd_lri"
"label_cause","J85","ncd_lri"
"label_cause","J86","ncd_lri"
"label_cause","J87","ncd_lri"
"label_cause","J88","ncd_lri"
"label_cause","J89","ncd_lri"
"label_cause","J90","ncd_lri"
"label_cause","J91","ncd_lri"
"label_cause","J92","ncd_lri"
"label_cause","J93","ncd_lri"
"label_cause","J94","ncd_lri"
"label_cause","J95","ncd_lri"
"label_cause","J96","ncd_lri"
"label_cause","J97","ncd_lri"
"label_cause","J98","ncd_lri"
"label_cause","K00","ncd_lri"
"label_cause","K01","ncd_lri"
"label_cause","K02","ncd_lri"
"label_cause","K03","ncd_lri"
"label_cause","K04","ncd_lri"
"label_cause","K05","ncd_lri"
"label_cause","K06","ncd_lri"
"label_cause","K07","ncd_lri"
"label_cause","K08","ncd_lri"
"label_cause","K09","ncd_lri"
"label_cause","K10","ncd_lri"
"label_cause","K11","ncd_lri"
"label_cause","K12","ncd_lri"
"label_cause","K13","ncd_lri"
"label_cause","K14","ncd_lri"
"label_cause","K15","ncd_lri"
"label_cause","K16","ncd_lri"
"label_cause","K17","ncd_lri"
"label_cause","K18","ncd_lri"
"label_cause","K19","ncd_lri"
"label_cause","K20","ncd_lri"
"label_cause","K21","ncd_lri"
"label_cause","K22","ncd_lri"
"label_cause","K23","ncd_lri"
"label_cause","K24","ncd_lri"
"label_cause","K25","ncd_lri"
"label_cause","K26","ncd_lri"
"label_cause","K27","ncd_lri"
"label_cause","K28","ncd_lri"
"label_cause","K29","ncd_lri"
"label_cause","K30","ncd_lri"
"label_cause","K31","ncd_lri"
"label_cause","K32","ncd_lri"
"label_cause","K33","ncd_lri"
"label_cause","K34","ncd_lri"
"label_cause","K35","ncd_lri"
"label_cause","K36","ncd_lri"
"label_cause","K37","ncd_lri"
"label_cause","K38","ncd_lri"
"label_cause","K39","ncd_lri"
"label_cause","K40","ncd_lri"
"label_cause","K41","ncd_lri"
"label_cause","K42","ncd_lri"
"label_cause","K43","ncd_lri"
"label_cause","K44","ncd_lri"
"label_cause","K45","ncd_lri"
"label_cause","K46","ncd_lri"
"label_cause","K47","ncd_lri"
"label_cause","K48","ncd_lri"
"label_cause","K49","ncd_lri"
"label_cause","K50","ncd_lri"
"label_cause","K51","ncd_lri"
"label_cause","K52","ncd_lri"
"label_cause","K53","ncd_lri"
"label_cause","K54","ncd_lri"
"label_cause","K55","ncd_lri"
"label_cause","K56","ncd_lri"
"label_cause","K57","ncd_lri"
"label_cause","K58","ncd_lri"
"label_cause","K59","ncd_lri"
"label_cause","K60","ncd_lri"
"label_cause","K61","ncd_lri"
"label_cause","K62","ncd_lri"
"label_cause","K63","ncd_lri"
"label_cause","K64","ncd_lri"
"label_cause","K65","ncd_lri"
"label_cause","K66","ncd_lri"
"label_cause","K67","ncd_lri"
"label_cause","K68","ncd_lri"
"label_cause","K69","ncd_lri"
"label_cause","K70","ncd_lri"
"label_cause","K71","ncd_lri"
"label_cause","K72","ncd_lri"
"label_cause","K73","ncd_lri"
"label_cause","K74","ncd_lri"
"label_cause","K75","ncd_lri"
"label_cause","K76","ncd_lri"
"label_cause","K77","ncd_lri"
"label_cause","K78","ncd_lri"
"label_cause","K79","ncd_lri"
"label_cause","K80","ncd_lri"
"label_cause","K81","ncd_lri"
"label_cause","K82","ncd_lri"
"label_cause","K83","ncd_lri"
"label_cause","K84","ncd_lri"
"label_cause","K85","ncd_lri"
"label_cause","K86","ncd_lri"
"label_cause","K87","ncd_lri"
"label_cause","K88","ncd_lri"
"label_cause","K89","ncd_lri"
"label_cause","K90","ncd_lri"
"label_cause","K91","ncd_lri"
"label_cause","K92","ncd_lri"
"label_cause","N00","ncd_lri"
"label_cause","N01","ncd_lri"
"label_cause","N02","ncd_lri"
"label_cause","N03","ncd_lri"
"label_cause","N04","ncd_lri"
"label_cause","N05","ncd_lri"
"label_cause","N06","ncd_lri"
"label_cause","N07","ncd_lri"
"label_cause","N08","ncd_lri"
"label_cause","N09","ncd_lri"
"label_cause","N10","ncd_lri"
"label_cause","N11","ncd_lri"
"label_cause","N12","ncd_lri"
"label_cause","N13","ncd_lri"
"label_cause","N14","ncd_lri"
"label_cause","N15","ncd_lri"
"label_cause","N16","ncd_lri"
"label_cause","N17","ncd_lri"
"label_cause","N18","ncd_lri"
"label_cause","N19","ncd_lri"
"label_cause","N20","ncd_lri"
"label_cause","N21","ncd_lri"
"label_cause","N22","ncd_lri"
"label_cause","N23","ncd_lri"
"label_cause","N24","ncd_lri"
"label_cause","N25","ncd_lri"
"label_cause","N26","ncd_lri"
"label_cause","N27","ncd_lri"
"label_cause","N28","ncd_lri"
"label_cause","N29","ncd_lri"
"label_cause","N30","ncd_lri"
"label_cause","N31","ncd_lri"
"label_cause","N32","ncd_lri"
"label_cause","N33","ncd_lri"
"label_cause","N34","ncd_lri"
"label_cause","N35","ncd_lri"
"label_cause","N36","ncd_lri"
"label_cause","N37","ncd_lri"
"label_cause","N38","ncd_lri"
"label_cause","N39","ncd_lri"
"label_cause","N40","ncd_lri"
"label_cause","N41","ncd_lri"
"label_cause","N42","ncd_lri"
"label_cause","N43","ncd_lri"
"label_cause","N44","ncd_lri"
"label_cause","N45","ncd_lri"
"label_cause","N46","ncd_lri"
"label_cause","N47","ncd_lri"
"label_cause","N48","ncd_lri"
"label_cause","N49","ncd_lri"
"label_cause","N50","ncd_lri"
"label_cause","N51","ncd_lri"
"label_cause","N52","ncd_lri"
"label_cause","N53","ncd_lri"
"label_cause","N54","ncd_lri"
"label_cause","N55","ncd_lri"
"label_cause","N56","ncd_lri"
"label_cause","N57","ncd_lri"
"label_cause","N58","ncd_lri"
"label_cause","N59","ncd_lri"
"label_cause","N60","ncd_lri"
"label_cause","N61","ncd_lri"
"label_cause","N62","ncd_lri"
"label_cause","N63","ncd_lri"
"label_cause","N64","ncd_lri"
"label_cause","N75","ncd_lri"
"label_cause","N76","ncd_lri"
"label_cause","N77","ncd_lri"
"label_cause","N78","ncd_lri"
"label_cause","N79","ncd_lri"
"label_cause","N80","ncd_lri"
"label_cause","N81","ncd_lri"
"label_cause","N82","ncd_lri"
"label_cause","N83","ncd_lri"
"label_cause","N84","ncd_lri"
"label_cause","N85","ncd_lri"
"label_cause","N86","ncd_lri"
"label_cause","N87","ncd_lri"
"label_cause","N88","ncd_lri"
"label_cause","N89","ncd_lri"
"label_cause","N90","ncd_lri"
"label_cause","N91","ncd_lri"
"label_cause","N92","ncd_lri"
"label_cause","N93","ncd_lri"
"label_cause","N94","ncd_lri"
"label_cause","N95","ncd_lri"
"label_cause","N96","ncd_lri"
"label_cause","N97","ncd_lri"
"label_cause","N98","ncd_lri"
"label_cause","L00","ncd_lri"
"label_cause","L01","ncd_lri"
"label_cause","L02","ncd_lri"
"label_cause","L03","ncd_lri"
"label_cause","L04","ncd_lri"
"label_cause","L05","ncd_lri"
"label_cause","L06","ncd_lri"
"label_cause","L07","ncd_lri"
"label_cause","L08","ncd_lri"
"label_cause","L09","ncd_lri"
"label_cause","L10","ncd_lri"
"label_cause","L11","ncd_lri"
"label_cause","L12","ncd_lri"
"label_cause","L13","ncd_lri"
"label_cause","L14","ncd_lri"
"label_cause","L15","ncd_lri"
"label_cause","L16","ncd_lri"
"label_cause","L17","ncd_lri"
"label_cause","L18","ncd_lri"
"label_cause","L19","ncd_lri"
"label_cause","L20","ncd_lri"
"label_cause","L21","ncd_lri"
"label_cause","L22","ncd_lri"
"label_cause","L23","ncd_lri"
"label_cause","L24","ncd_lri"
"label_cause","L25","ncd_lri"
"label_cause","L26","ncd_lri"
"label_cause","L27","ncd_lri"
"label_cause","L28","ncd_lri"
"label_cause","L29","ncd_lri"
"label_cause","L30","ncd_lri"
"label_cause","L31","ncd_lri"
"label_cause","L32","ncd_lri"
"label_cause","L33","ncd_lri"
"label_cause","L34","ncd_lri"
"label_cause","L35","ncd_lri"
"label_cause","L36","ncd_lri"
"label_cause","L37","ncd_lri"
"label_cause","L38","ncd_lri"
"label_cause","L39","ncd_lri"
"label_cause","L40","ncd_lri"
"label_cause","L41","ncd_lri"
"label_cause","L42","ncd_lri"
"label_cause","L43","ncd_lri"
"label_cause","L44","ncd_lri"
"label_cause","L45","ncd_lri"
"label_cause","L46","ncd_lri"
"label_cause","L47","ncd_lri"
"label_cause","L48","ncd_lri"
"label_cause","L49","ncd_lri"
"label_cause","L50","ncd_lri"
"label_cause","L51","ncd_lri"
"label_cause","L52","ncd_lri"
"label_cause","L53","ncd_lri"
"label_cause","L54","ncd_lri"
"label_cause","L55","ncd_lri"
"label_cause","L56","ncd_lri"
"label_cause","L57","ncd_lri"
"label_cause","L58","ncd_lri"
"label_cause","L59","ncd_lri"
"label_cause","L60","ncd_lri"
"label_cause","L61","ncd_lri"
"label_cause","L62","ncd_lri"
"label_cause","L63","ncd_lri"
"label_cause","L64","ncd_lri"
"label_cause","L65","ncd_lri"
"label_cause","L66","ncd_lri"
"label_cause","L67","ncd_lri"
"label_cause","L68","ncd_lri"
"label_cause","L69","ncd_lri"
"label_cause","L70","ncd_lri"
"label_cause","L71","ncd_lri"
"label_cause","L72","ncd_lri"
"label_cause","L73","ncd_lri"
"label_cause","L74","ncd_lri"
"label_cause","L75","ncd_lri"
"label_cause","L76","ncd_lri"
"label_cause","L77","ncd_lri"
"label_cause","L78","ncd_lri"
"label_cause","L79","ncd_lri"
"label_cause","L80","ncd_lri"
"label_cause","L81","ncd_lri"
"label_cause","L82","ncd_lri"
"label_cause","L83","ncd_lri"
"label_cause","L84","ncd_lri"
"label_cause","L85","ncd_lri"
"label_cause","L86","ncd_lri"
"label_cause","L87","ncd_lri"
"label_cause","L88","ncd_lri"
"label_cause","L89","ncd_lri"
"label_cause","L90","ncd_lri"
"label_cause","L91","ncd_lri"
"label_cause","L92","ncd_lri"
"label_cause","L93","ncd_lri"
"label_cause","L94","ncd_lri"
"label_cause","L95","ncd_lri"
"label_cause","L96","ncd_lri"
"label_cause","L97","ncd_lri"
"label_cause","L98","ncd_lri"
"label_cause","M00","ncd_lri"
"label_cause","M01","ncd_lri"
"label_cause","M02","ncd_lri"
"label_cause","M03","ncd_lri"
"label_cause","M04","ncd_lri"
"label_cause","M05","ncd_lri"
"label_cause","M06","ncd_lri"
"label_cause","M07","ncd_lri"
"label_cause","M08","ncd_lri"
"label_cause","M09","ncd_lri"
"label_cause","M10","ncd_lri"
"label_cause","M11","ncd_lri"
"label_cause","M12","ncd_lri"
"label_cause","M13","ncd_lri"
"label_cause","M14","ncd_lri"
"label_cause","M15","ncd_lri"
"label_cause","M16","ncd_lri"
"label_cause","M17","ncd_lri"
"label_cause","M18","ncd_lri"
"label_cause","M19","ncd_lri"
"label_cause","M20","ncd_lri"
"label_cause","M21","ncd_lri"
"label_cause","M22","ncd_lri"
"label_cause","M23","ncd_lri"
"label_cause","M24","ncd_lri"
"label_cause","M25","ncd_lri"
"label_cause","M26","ncd_lri"
"label_cause","M27","ncd_lri"
"label_cause","M28","ncd_lri"
"label_cause","M29","ncd_lri"
"label_cause","M30","ncd_lri"
"label_cause","M31","ncd_lri"
"label_cause","M32","ncd_lri"
"label_cause","M33","ncd_lri"
"label_cause","M34","ncd_lri"
"label_cause","M35","ncd_lri"
"label_cause","M36","ncd_lri"
"label_cause","M37","ncd_lri"
"label_cause","M38","ncd_lri"
"label_cause","M39","ncd_lri"
"label_cause","M40","ncd_lri"
"label_cause","M41","ncd_lri"
"label_cause","M42","ncd_lri"
"label_cause","M43","ncd_lri"
"label_cause","M44","ncd_lri"
"label_cause","M45","ncd_lri"
"label_cause","M46","ncd_lri"
"label_cause","M47","ncd_lri"
"label_cause","M48","ncd_lri"
"label_cause","M49","ncd_lri"
"label_cause","M50","ncd_lri"
"label_cause","M51","ncd_lri"
"label_cause","M52","ncd_lri"
"label_cause","M53","ncd_lri"
"label_cause","M54","ncd_lri"
"label_cause","M55","ncd_lri"
"label_cause","M56","ncd_lri"
"label_cause","M57","ncd_lri"
"label_cause","M58","ncd_lri"
"label_cause","M59","ncd_lri"
"label_cause","M60","ncd_lri"
"label_cause","M61","ncd_lri"
"label_cause","M62","ncd_lri"
"label_cause","M63","ncd_lri"
"label_cause","M64","ncd_lri"
"label_cause","M65","ncd_lri"
"label_cause","M66","ncd_lri"
"label_cause","M67","ncd_lri"
"label_cause","M68","ncd_lri"
"label_cause","M69","ncd_lri"
"label_cause","M70","ncd_lri"
"label_cause","M71","ncd_lri"
"label_cause","M72","ncd_lri"
"label_cause","M73","ncd_lri"
"label_cause","M74","ncd_lri"
"label_cause","M75","ncd_lri"
"label_cause","M76","ncd_lri"
"label_cause","M77","ncd_lri"
"label_cause","M78","ncd_lri"
"label_cause","M79","ncd_lri"
"label_cause","M80","ncd_lri"
"label_cause","M81","ncd_lri"
"label_cause","M82","ncd_lri"
"label_cause","M83","ncd_lri"
"label_cause","M84","ncd_lri"
"label_cause","M85","ncd_lri"
"label_cause","M86","ncd_lri"
"label_cause","M87","ncd_lri"
"label_cause","M88","ncd_lri"
"label_cause","M89","ncd_lri"
"label_cause","M90","ncd_lri"
"label_cause","M91","ncd_lri"
"label_cause","M92","ncd_lri"
"label_cause","M93","ncd_lri"
"label_cause","M94","ncd_lri"
"label_cause","M95","ncd_lri"
"label_cause","M96","ncd_lri"
"label_cause","M97","ncd_lri"
"label_cause","M98","ncd_lri"
"label_cause","M99","ncd_lri"
"label_cause","Q00","ncd_lri"
"label_cause","Q01","ncd_lri"
"label_cause","Q02","ncd_lri"
"label_cause","Q03","ncd_lri"
"label_cause","Q04","ncd_lri"
"label_cause","Q05","ncd_lri"
"label_cause","Q06","ncd_lri"
"label_cause","Q07","ncd_lri"
"label_cause","Q08","ncd_lri"
"label_cause","Q09","ncd_lri"
"label_cause","Q10","ncd_lri"
"label_cause","Q11","ncd_lri"
"label_cause","Q12","ncd_lri"
"label_cause","Q13","ncd_lri"
"label_cause","Q14","ncd_lri"
"label_cause","Q15","ncd_lri"
"label_cause","Q16","ncd_lri"
"label_cause","Q17","ncd_lri"
"label_cause","Q18","ncd_lri"
"label_cause","Q19","ncd_lri"
"label_cause","Q20","ncd_lri"
"label_cause","Q21","ncd_lri"
"label_cause","Q22","ncd_lri"
"label_cause","Q23","ncd_lri"
"label_cause","Q24","ncd_lri"
"label_cause","Q25","ncd_lri"
"label_cause","Q26","ncd_lri"
"label_cause","Q27","ncd_lri"
"label_cause","Q28","ncd_lri"
"label_cause","Q29","ncd_lri"
"label_cause","Q30","ncd_lri"
"label_cause","Q31","ncd_lri"
"label_cause","Q32","ncd_lri"
"label_cause","Q33","ncd_lri"
"label_cause","Q34","ncd_lri"
"label_cause","Q35","ncd_lri"
"label_cause","Q36","ncd_lri"
"label_cause","Q37","ncd_lri"
"label_cause","Q38","ncd_lri"
"label_cause","Q39","ncd_lri"
"label_cause","Q40","ncd_lri"
"label_cause","Q41","ncd_lri"
"label_cause","Q42","ncd_lri"
"label_cause","Q43","ncd_lri"
"label_cause","Q44","ncd_lri"
"label_cause","Q45","ncd_lri"
"label_cause","Q46","ncd_lri"
"label_cause","Q47","ncd_lri"
"label_cause","Q48","ncd_lri"
"label_cause","Q49","ncd_lri"
"label_cause","Q50","ncd_lri"
"label_cause","Q51","ncd_lri"
"label_cause","Q52","ncd_lri"
"label_cause","Q53","ncd_lri"
"label_cause","Q54","ncd_lri"
"label_cause","Q55","ncd_lri"
"label_cause","Q56","ncd_lri"
"label_cause","Q57","ncd_lri"
"label_cause","Q58","ncd_lri"
"label_cause","Q59","ncd_lri"
"label_cause","Q60","ncd_lri"
"label_cause","Q61","ncd_lri"
"label_cause","Q62","ncd_lri"
"label_cause","Q63","ncd_lri"
"label_cause","Q64","ncd_lri"
"label_cause","Q65","ncd_lri"
"label_cause","Q66","ncd_lri"
"label_cause","Q67","ncd_lri"
"label_cause","Q68","ncd_lri"
"label_cause","Q69","ncd_lri"
"label_cause","Q70","ncd_lri"
"label_cause","Q71","ncd_lri"
"label_cause","Q72","ncd_lri"
"label_cause","Q73","ncd_lri"
"label_cause","Q74","ncd_lri"
"label_cause","Q75","ncd_lri"
"label_cause","Q76","ncd_lri"
"label_cause","Q77","ncd_lri"
"label_cause","Q78","ncd_lri"
"label_cause","Q79","ncd_lri"
"label_cause","Q80","ncd_lri"
"label_cause","Q81","ncd_lri"
"label_cause","Q82","ncd_lri"
"label_cause","Q83","ncd_lri"
"label_cause","Q84","ncd_lri"
"label_cause","Q85","ncd_lri"
"label_cause","Q86","ncd_lri"
"label_cause","Q87","ncd_lri"
"label_cause","Q88","ncd_lri"
"label_cause","Q89","ncd_lri"
"label_cause","Q90","ncd_lri"
"label_cause","Q91","ncd_lri"
"label_cause","Q92","ncd_lri"
"label_cause","Q93","ncd_lri"
"label_cause","Q94","ncd_lri"
"label_cause","Q95","ncd_lri"
"label_cause","Q96","ncd_lri"
"label_cause","Q97","ncd_lri"
"label_cause","Q98","ncd_lri"
"label_cause","Q99","ncd_lri"
"label_cause","J09","ncd_lri"
"label_cause","J10","ncd_lri"
"label_cause","J11","ncd_lri"
"label_cause","J12","ncd_lri"
"label_cause","J13","ncd_lri"
"label_cause","J14","ncd_lri"
"label_cause","J15","ncd_lri"
"label_cause","J16","ncd_lri"
"label_cause","J17","ncd_lri"
"label_cause","J18","ncd_lri"
"label_cause","J19","ncd_lri"
"label_cause","J20","ncd_lri"
"label_cause","J21","ncd_lri"
"label_cause","J22","ncd_lri"
